"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,       12351,      -9.539000885,      -10.71607564,      -11.31838514,      -9.825265731,      -14.90474544
          0,           0,       12352,       -9.53906985,      -10.71612215,      -11.31843427,      -9.825313562,      -14.90481692
          0,           0,       12353,      -9.539138815,      -10.71616904,      -11.31848128,      -9.825360913,      -14.90488841
          0,           0,       12354,      -9.539207779,      -10.71621529,      -11.31853006,       -9.82540737,      -14.90495991
          0,           0,       12355,      -9.539276743,      -10.71626237,      -11.31857738,       -9.82545615,      -14.90503141
          0,           0,       12356,      -9.539345706,      -10.71630873,      -11.31862605,      -9.825503411,      -14.90510293
          0,           0,       12357,       -9.53941467,      -10.71635571,      -11.31867408,      -9.825551211,      -14.90517446
          0,           0,       12358,      -9.539483633,       -10.7164022,      -11.31872172,      -9.825598622,      -14.90524599
          0,           0,       12359,      -9.539552595,       -10.7164489,      -11.31877079,      -9.825646439,      -14.90531753
          0,           0,       12360,      -9.539621558,      -10.71649553,      -11.31881807,      -9.825693325,      -14.90538908
          0,           0,       12361,       -9.53969052,      -10.71654248,      -11.31886605,      -9.825741354,      -14.90546063
          0,           0,       12362,      -9.539759481,      -10.71658894,      -11.31891513,      -9.825789564,      -14.90553219
          0,           0,       12363,      -9.539828442,      -10.71663565,      -11.31896291,       -9.82583672,      -14.90560376
          0,           0,       12364,      -9.539897403,      -10.71668202,      -11.31901023,      -9.825883004,      -14.90567532
          0,           0,       12365,      -9.539966364,      -10.71672898,      -11.31905868,      -9.825931654,       -14.9057469
          0,           0,       12366,      -9.540035324,       -10.7167756,      -11.31910643,      -9.825978509,      -14.90581847
          0,           0,       12367,      -9.540104284,      -10.71682231,      -11.31915398,      -9.826027658,      -14.90589005
          0,           0,       12368,      -9.540173244,      -10.71686864,      -11.31920328,      -9.826073368,      -14.90596164
          0,           0,       12369,      -9.540242203,      -10.71691586,      -11.31925082,       -9.82612259,      -14.90603322
          0,           0,       12370,      -9.540311162,       -10.7169619,      -11.31929891,      -9.826169428,      -14.90610481
          0,           0,       12371,       -9.54038012,      -10.71700875,      -11.31934681,      -9.826217065,      -14.90617639
          0,           0,       12372,      -9.540449079,      -10.71705576,      -11.31939534,       -9.82626504,      -14.90624798
          0,           0,       12373,      -9.540518037,      -10.71710228,      -11.31944279,      -9.826312527,      -14.90631958
          0,           0,       12374,      -9.540586994,      -10.71714896,      -11.31949183,      -9.826360162,      -14.90639117
          0,           0,       12375,      -9.540655951,      -10.71719559,      -11.31953953,      -9.826407273,      -14.90646276
          0,           0,       12376,      -9.540724908,      -10.71724219,      -11.31958733,      -9.826455021,      -14.90653435
          0,           0,       12377,      -9.540793865,      -10.71728856,      -11.31963561,      -9.826502752,      -14.90660594
          0,           0,       12378,      -9.540862821,      -10.71733555,      -11.31968358,      -9.826549642,      -14.90667753
          0,           0,       12379,      -9.540931777,      -10.71738198,       -11.3197314,      -9.826598316,      -14.90674912
          0,           0,       12380,      -9.541000732,      -10.71742859,      -11.31977965,      -9.826645685,      -14.90682071
          0,           0,       12381,      -9.541069688,      -10.71747551,       -11.3198277,      -9.826693252,       -14.9068923
          0,           0,       12382,      -9.541138642,        -10.717522,      -11.31987584,      -9.826740513,      -14.90696388
          0,           0,       12383,      -9.541207597,      -10.71756856,      -11.31992411,      -9.826788214,      -14.90703547
          0,           0,       12384,      -9.541276551,      -10.71761526,       -11.3199723,      -9.826836022,      -14.90710705
          0,           0,       12385,      -9.541345505,      -10.71766221,      -11.32001997,      -9.826884339,      -14.90717863
          0,           0,       12386,      -9.541414458,      -10.71770852,      -11.32006838,      -9.826930878,      -14.90725021
          0,           0,       12387,      -9.541483411,      -10.71775498,      -11.32011627,      -9.826978004,      -14.90732178
          0,           0,       12388,      -9.541552364,      -10.71780266,      -11.32016386,      -9.827028211,      -14.90739336
          0,           0,       12389,      -9.541621317,      -10.71784848,      -11.32021317,      -9.827074189,      -14.90746493
          0,           0,       12390,      -9.541690269,      -10.71789525,      -11.32026135,      -9.827121954,      -14.90753649
          0,           0,       12391,      -9.541759221,      -10.71794193,      -11.32030857,      -9.827168611,      -14.90760806
          0,           0,       12392,      -9.541828172,      -10.71798891,      -11.32035656,       -9.82721759,      -14.90767962
          0,           0,       12393,      -9.541897123,       -10.7180352,       -11.3204053,      -9.827264472,      -14.90775117
          0,           0,       12394,      -9.541966074,      -10.71808184,      -11.32045358,      -9.827312767,      -14.90782273
          0,           0,       12395,      -9.542035025,      -10.71812819,      -11.32050139,      -9.827359739,      -14.90789428
          0,           0,       12396,      -9.542103975,      -10.71817479,      -11.32054905,      -9.827406634,      -14.90796582
          0,           0,       12397,      -9.542172925,      -10.71822146,      -11.32059616,      -9.827455095,      -14.90803736
          0,           0,       12398,      -9.542241874,      -10.71826828,      -11.32064533,      -9.827502587,       -14.9081089
          0,           0,       12399,      -9.542310823,      -10.71831562,      -11.32069349,      -9.827551684,      -14.90818044
          0,           0,       12400,      -9.542379772,      -10.71836148,      -11.32074207,      -9.827597766,      -14.90825197
          0,           0,       12401,       -9.54244872,      -10.71840775,      -11.32078979,      -9.827645573,      -14.90832349
          0,           0,       12402,      -9.542517669,      -10.71845509,      -11.32083724,      -9.827694117,      -14.90839501
          0,           0,       12403,      -9.542586616,      -10.71850164,      -11.32088609,      -9.827741402,      -14.90846653
          0,           0,       12404,      -9.542655564,      -10.71854824,      -11.32093426,      -9.827788572,      -14.90853804
          0,           0,       12405,      -9.542724511,      -10.71859464,      -11.32098268,      -9.827836453,      -14.90860955
          0,           0,       12406,      -9.542793458,      -10.71864128,      -11.32103048,       -9.82788357,      -14.90868106
          0,           0,       12407,      -9.542862404,       -10.7186881,       -11.3210781,      -9.827932381,      -14.90875255
          0,           0,       12408,       -9.54293135,      -10.71873458,      -11.32112667,      -9.827979571,      -14.90882405
          0,           0,       12409,      -9.543000296,      -10.71878143,      -11.32117491,       -9.82802693,      -14.90889554
          0,           0,       12410,      -9.543069241,      -10.71882792,      -11.32122278,      -9.828075683,      -14.90896702
          0,           0,       12411,      -9.543138186,      -10.71887464,      -11.32127142,      -9.828121846,       -14.9090385
          0,           0,       12412,      -9.543207131,      -10.71892145,       -11.3213186,      -9.828171596,      -14.90910998
          0,           0,       12413,      -9.543276076,      -10.71896822,      -11.32136754,      -9.828218334,      -14.90918145
          0,           0,       12414,       -9.54334502,      -10.71901441,      -11.32141544,       -9.82826549,      -14.90925291
          0,           0,       12415,      -9.543413964,      -10.71906102,      -11.32146344,      -9.828313718,      -14.90932437
          0,           0,       12416,      -9.543482907,      -10.71910783,      -11.32151198,      -9.828360878,      -14.90939582
          0,           0,       12417,       -9.54355185,      -10.71915408,      -11.32155973,      -9.828408322,      -14.90946727
          0,           0,       12418,      -9.543620793,      -10.71920077,      -11.32160783,      -9.828456055,      -14.90953872
          0,           0,       12419,      -9.543689735,      -10.71924752,       -11.3216556,      -9.828504458,      -14.90961015
          0,           0,       12420,      -9.543758677,      -10.71929425,      -11.32170427,       -9.82855207,      -14.90968159
          0,           0,       12421,      -9.543827619,      -10.71934074,      -11.32175196,      -9.828599713,      -14.90975302
          0,           0,       12422,       -9.54389656,      -10.71938759,      -11.32180051,      -9.828647679,      -14.90982444
          0,           0,       12423,      -9.543965502,      -10.71943405,      -11.32184851,      -9.828695105,      -14.90989586
          0,           0,       12424,      -9.544034442,      -10.71948034,      -11.32189657,      -9.828742199,      -14.90996727
          0,           0,       12425,      -9.544103383,      -10.71952718,       -11.3219447,      -9.828790557,      -14.91003868
          0,           0,       12426,      -9.544172323,      -10.71957415,      -11.32199239,      -9.828838395,      -14.91011008
          0,           0,       12427,      -9.544241262,       -10.7196204,      -11.32204143,      -9.828885665,      -14.91018148
          0,           0,       12428,      -9.544310202,      -10.71966704,      -11.32208994,      -9.828933703,      -14.91025287
          0,           0,       12429,      -9.544379141,      -10.71971374,      -11.32213711,      -9.828981016,      -14.91032426
          0,           0,       12430,       -9.54444808,      -10.71976065,      -11.32218564,       -9.82902993,      -14.91039564
          0,           0,       12431,      -9.544517018,      -10.71980692,      -11.32223431,      -9.829076939,      -14.91046702
          0,           0,       12432,      -9.544585956,      -10.71985357,       -11.3222817,      -9.829124175,      -14.91053839
          0,           0,       12433,      -9.544654894,      -10.71990033,      -11.32233011,      -9.829172356,      -14.91060975
          0,           0,       12434,      -9.544723831,      -10.71994706,      -11.32237868,      -9.829220598,      -14.91068111
          0,           0,       12435,      -9.544792768,       -10.7199931,       -11.3224269,      -9.829267317,      -14.91075247
          0,           0,       12436,      -9.544861705,      -10.72004033,      -11.32247476,      -9.829315886,      -14.91082381
          0,           0,       12437,      -9.544930641,       -10.7200864,      -11.32252301,      -9.829362736,      -14.91089516
          0,           0,       12438,      -9.544999577,      -10.72013301,      -11.32257098,       -9.82941034,      -14.91096649
          0,           0,       12439,      -9.545068513,      -10.72018007,      -11.32261887,       -9.82945922,      -14.91103783
          0,           0,       12440,      -9.545137448,      -10.72022608,      -11.32266672,      -9.829505873,      -14.91110915
          0,           0,       12441,      -9.545206383,      -10.72027304,       -11.3227156,      -9.829554281,      -14.91118047
          0,           0,       12442,      -9.545275318,      -10.72031972,      -11.32276355,      -9.829602338,      -14.91125179
          0,           0,       12443,      -9.545344253,      -10.72036643,      -11.32281126,      -9.829649659,       -14.9113231
          0,           0,       12444,      -9.545413187,      -10.72041301,      -11.32285943,      -9.829697439,      -14.91139441
          0,           0,       12445,       -9.54548212,      -10.72045899,      -11.32290912,      -9.829744356,      -14.91146571
          0,           0,       12446,      -9.545551054,       -10.7205061,      -11.32295586,      -9.829791957,        -14.911537
          0,           0,       12447,      -9.545619987,      -10.72055244,      -11.32300459,      -9.829840709,      -14.91160829
          0,           0,       12448,       -9.54568892,      -10.72059935,      -11.32305158,      -9.829889513,      -14.91167958
          0,           0,       12449,      -9.545757852,      -10.72064612,      -11.32310135,      -9.829936937,      -14.91175086
          0,           0,       12450,      -9.545826784,       -10.7206919,      -11.32314971,      -9.829982772,      -14.91182213
          0,           0,       12451,      -9.545895716,      -10.72073905,      -11.32319677,      -9.830031695,       -14.9118934
          0,           0,       12452,      -9.545964647,      -10.72078572,      -11.32324569,      -9.830079531,      -14.91196466
          0,           0,       12453,      -9.546033578,      -10.72083199,      -11.32329335,      -9.830126405,      -14.91203592
          0,           0,       12454,      -9.546102509,      -10.72087882,      -11.32334159,      -9.830175292,      -14.91210717
          0,           0,       12455,      -9.546171439,       -10.7209253,      -11.32338979,        -9.8302229,      -14.91217842
          0,           0,       12456,      -9.546240369,      -10.72097218,      -11.32343808,      -9.830270448,      -14.91224966
          0,           0,       12457,      -9.546309299,      -10.72101865,      -11.32348599,      -9.830318551,       -14.9123209
          0,           0,       12458,      -9.546378228,      -10.72106533,      -11.32353466,      -9.830366279,      -14.91239213
          0,           0,       12459,      -9.546447157,      -10.72111218,      -11.32358333,       -9.83041531,      -14.91246336
          0,           0,       12460,      -9.546516086,      -10.72115843,      -11.32363136,      -9.830462154,      -14.91253458
          0,           0,       12461,      -9.546585014,      -10.72120506,      -11.32368024,      -9.830509675,      -14.91260579
          0,           0,       12462,      -9.546653942,      -10.72125137,      -11.32372809,      -9.830556745,        -14.912677
          0,           0,       12463,       -9.54672287,      -10.72129837,      -11.32377544,        -9.8306045,      -14.91274821
          0,           0,       12464,      -9.546791798,      -10.72134479,      -11.32382401,      -9.830653198,      -14.91281941
          0,           0,       12465,      -9.546860725,      -10.72139115,      -11.32387222,      -9.830700925,       -14.9128906
          0,           0,       12466,      -9.546929651,      -10.72143769,      -11.32392014,      -9.830748479,      -14.91296179
          0,           0,       12467,      -9.546998578,      -10.72148428,      -11.32396847,      -9.830795884,      -14.91303298
          0,           0,       12468,      -9.547067504,       -10.7215315,      -11.32401646,      -9.830845022,      -14.91310415
          0,           0,       12469,       -9.54713643,      -10.72157752,       -11.3240652,       -9.83089213,      -14.91317533
          0,           0,       12470,      -9.547205355,      -10.72162446,      -11.32411271,      -9.830940405,       -14.9132465
          0,           0,       12471,       -9.54727428,      -10.72167107,      -11.32416207,      -9.830988143,      -14.91331767
          0,           0,       12472,      -9.547343205,      -10.72171715,      -11.32420992,      -9.831035217,      -14.91338883
          0,           0,       12473,      -9.547412129,      -10.72176393,      -11.32425797,      -9.831082721,      -14.91345998
          0,           0,       12474,      -9.547481053,      -10.72181043,      -11.32430589,      -9.831131124,      -14.91353113
          0,           0,       12475,      -9.547549977,      -10.72185734,      -11.32435376,      -9.831179538,      -14.91360228
          0,           0,       12476,        -9.5476189,       -10.7219031,      -11.32440281,      -9.831225865,      -14.91367342
          0,           0,       12477,      -9.547687824,      -10.72195032,      -11.32445057,      -9.831275058,      -14.91374455
          0,           0,       12478,      -9.547756746,      -10.72199698,      -11.32449909,      -9.831322464,      -14.91381568
          0,           0,       12479,      -9.547825669,      -10.72204355,      -11.32454782,      -9.831370406,      -14.91388681
          0,           0,       12480,      -9.547894591,      -10.72208984,      -11.32459608,      -9.831418201,      -14.91395793
          0,           0,       12481,      -9.547963512,      -10.72213676,       -11.3246438,      -9.831466091,      -14.91402905
          0,           0,       12482,      -9.548032434,      -10.72218328,      -11.32469199,      -9.831514112,      -14.91410016
          0,           0,       12483,      -9.548101355,      -10.72223008,      -11.32474028,      -9.831562129,      -14.91417127
          0,           0,       12484,      -9.548170276,      -10.72227624,      -11.32478874,      -9.831609324,      -14.91424237
          0,           0,       12485,      -9.548239196,      -10.72232297,      -11.32483725,      -9.831656957,      -14.91431347
          0,           0,       12486,      -9.548308116,      -10.72236965,      -11.32488555,      -9.831705487,      -14.91438456
          0,           0,       12487,      -9.548377036,      -10.72241574,      -11.32493355,      -9.831752712,      -14.91445564
          0,           0,       12488,      -9.548445955,      -10.72246259,      -11.32498138,      -9.831801249,      -14.91452673
          0,           0,       12489,      -9.548514875,      -10.72250885,      -11.32503047,      -9.831848499,       -14.9145978
          0,           0,       12490,      -9.548583793,      -10.72255584,       -11.3250775,      -9.831896572,      -14.91466888
          0,           0,       12491,      -9.548652712,       -10.7226023,      -11.32512645,      -9.831944561,      -14.91473995
          0,           0,       12492,       -9.54872163,      -10.72264906,       -11.3251748,      -9.831992564,      -14.91481101
          0,           0,       12493,      -9.548790548,      -10.72269556,      -11.32522328,      -9.832040442,      -14.91488207
          0,           0,       12494,      -9.548859465,      -10.72274189,      -11.32527169,      -9.832087521,      -14.91495313
          0,           0,       12495,      -9.548928382,      -10.72278864,      -11.32531957,      -9.832135801,      -14.91502418
          0,           0,       12496,      -9.548997299,      -10.72283523,      -11.32536775,       -9.83218394,      -14.91509522
          0,           0,       12497,      -9.549066216,      -10.72288174,      -11.32541592,      -9.832232272,      -14.91516627
          0,           0,       12498,      -9.549135132,      -10.72292811,       -11.3254647,      -9.832279179,      -14.91523731
          0,           0,       12499,      -9.549204048,       -10.7229747,      -11.32551263,      -9.832327226,      -14.91530834
          0,           0,       12500,      -9.549272963,      -10.72302112,       -11.3255615,      -9.832375567,      -14.91537937
          0,           0,       12501,      -9.549341878,      -10.72306798,      -11.32560867,      -9.832423587,      -14.91545039
          0,           0,       12502,      -9.549410793,      -10.72311436,      -11.32565768,      -9.832471034,      -14.91552141
          0,           0,       12503,      -9.549479707,      -10.72316115,      -11.32570566,      -9.832519245,      -14.91559243
          0,           0,       12504,      -9.549548621,      -10.72320768,      -11.32575393,      -9.832567157,      -14.91566344
          0,           0,       12505,      -9.549617535,      -10.72325403,      -11.32580242,      -9.832614923,      -14.91573445
          0,           0,       12506,      -9.549686449,      -10.72330066,      -11.32585122,      -9.832662922,      -14.91580546
          0,           0,       12507,      -9.549755362,        -10.723347,      -11.32589897,      -9.832709716,      -14.91587646
          0,           0,       12508,      -9.549824275,      -10.72339375,      -11.32594692,      -9.832758624,      -14.91594745
          0,           0,       12509,      -9.549893187,      -10.72344013,        -11.325996,      -9.832806375,      -14.91601844
          0,           0,       12510,      -9.549962099,      -10.72348679,      -11.32604425,      -9.832854733,      -14.91608943
          0,           0,       12511,      -9.550031011,      -10.72353381,      -11.32609123,      -9.832902276,      -14.91616041
          0,           0,       12512,      -9.550099923,      -10.72358004,      -11.32614117,      -9.832950901,      -14.91623139
          0,           0,       12513,      -9.550168834,      -10.72362649,      -11.32618949,      -9.832997884,      -14.91630236
          0,           0,       12514,      -9.550237745,       -10.7236729,       -11.3262373,      -9.833045039,      -14.91637333
          0,           0,       12515,      -9.550306655,      -10.72371962,      -11.32628483,      -9.833094326,       -14.9164443
          0,           0,       12516,      -9.550375566,       -10.7237666,      -11.32633355,      -9.833142338,      -14.91651526
          0,           0,       12517,      -9.550444475,      -10.72381281,      -11.32638297,      -9.833189865,      -14.91658622
          0,           0,       12518,      -9.550513385,      -10.72385881,      -11.32643056,      -9.833237599,      -14.91665717
          0,           0,       12519,      -9.550582294,      -10.72390608,      -11.32647878,      -9.833286399,      -14.91672812
          0,           0,       12520,      -9.550651203,      -10.72395231,      -11.32652712,      -9.833333473,      -14.91679907
          0,           0,       12521,      -9.550720112,      -10.72399893,      -11.32657589,      -9.833380855,      -14.91687001
          0,           0,       12522,       -9.55078902,      -10.72404542,      -11.32662354,      -9.833428995,      -14.91694095
          0,           0,       12523,      -9.550857928,      -10.72409211,      -11.32667195,      -9.833477964,      -14.91701189
          0,           0,       12524,      -9.550926836,      -10.72413826,      -11.32672078,      -9.833525149,      -14.91708282
          0,           0,       12525,      -9.550995743,      -10.72418517,      -11.32676864,       -9.83357255,      -14.91715375
          0,           0,       12526,       -9.55106465,      -10.72423201,      -11.32681774,      -9.833622911,      -14.91722467
          0,           0,       12527,      -9.551133556,      -10.72427783,      -11.32686597,      -9.833668955,      -14.91729559
          0,           0,       12528,      -9.551202462,      -10.72432469,      -11.32691419,      -9.833716331,      -14.91736651
          0,           0,       12529,      -9.551271368,       -10.7243713,      -11.32696157,      -9.833765355,      -14.91743742
          0,           0,       12530,      -9.551340274,      -10.72441787,      -11.32701102,      -9.833813439,      -14.91750833
          0,           0,       12531,      -9.551409179,      -10.72446391,      -11.32705929,      -9.833859724,      -14.91757923
          0,           0,       12532,      -9.551478084,      -10.72451066,       -11.3271071,       -9.83390931,      -14.91765014
          0,           0,       12533,      -9.551546989,      -10.72455731,       -11.3271553,      -9.833956626,      -14.91772103
          0,           0,       12534,      -9.551615893,      -10.72460386,       -11.3272039,      -9.834004828,      -14.91779193
          0,           0,       12535,      -9.551684797,      -10.72464997,      -11.32725241,      -9.834051558,      -14.91786282
          0,           0,       12536,      -9.551753701,      -10.72469685,      -11.32730041,      -9.834100606,      -14.91793371
          0,           0,       12537,      -9.551822604,      -10.72474347,      -11.32734858,      -9.834148967,      -14.91800459
          0,           0,       12538,      -9.551891507,      -10.72478999,      -11.32739732,      -9.834197225,      -14.91807547
          0,           0,       12539,       -9.55196041,      -10.72483627,      -11.32744597,        -9.8342442,      -14.91814635
          0,           0,       12540,      -9.552029312,      -10.72488274,      -11.32749437,      -9.834292072,      -14.91821723
          0,           0,       12541,      -9.552098214,      -10.72492953,      -11.32754208,      -9.834340537,       -14.9182881
          0,           0,       12542,      -9.552167116,      -10.72497606,      -11.32759093,      -9.834388285,      -14.91835897
          0,           0,       12543,      -9.552236017,      -10.72502253,      -11.32763847,      -9.834435672,      -14.91842983
          0,           0,       12544,      -9.552304918,      -10.72506902,       -11.3276878,      -9.834484806,      -14.91850069
          0,           0,       12545,      -9.552373819,      -10.72511575,      -11.32773577,      -9.834532996,      -14.91857155
          0,           0,       12546,      -9.552442719,      -10.72516207,      -11.32778487,       -9.83458078,       -14.9186424
          0,           0,       12547,      -9.552511619,       -10.7252087,      -11.32783307,      -9.834627938,      -14.91871325
          0,           0,       12548,      -9.552580519,      -10.72525516,      -11.32788096,      -9.834676583,       -14.9187841
          0,           0,       12549,      -9.552649418,      -10.72530165,       -11.3279303,      -9.834724083,      -14.91885495
          0,           0,       12550,      -9.552718317,      -10.72534791,      -11.32797738,      -9.834771848,      -14.91892579
          0,           0,       12551,      -9.552787216,      -10.72539482,      -11.32802474,      -9.834820592,      -14.91899663
          0,           0,       12552,      -9.552856115,      -10.72544125,      -11.32807532,      -9.834868499,      -14.91906746
          0,           0,       12553,      -9.552925013,      -10.72548747,      -11.32812331,      -9.834915974,      -14.91913829
          0,           0,       12554,      -9.552993911,      -10.72553416,      -11.32817131,      -9.834964246,      -14.91920912
          0,           0,       12555,      -9.553062808,      -10.72558073,      -11.32821949,      -9.835012225,      -14.91927995
          0,           0,       12556,      -9.553131705,      -10.72562734,      -11.32826828,      -9.835060693,      -14.91935077
          0,           0,       12557,      -9.553200602,      -10.72567354,      -11.32831685,      -9.835108047,      -14.91942159
          0,           0,       12558,      -9.553269498,       -10.7257206,      -11.32836536,      -9.835157092,      -14.91949241
          0,           0,       12559,      -9.553338394,       -10.7257667,       -11.3284133,      -9.835204218,      -14.91956323
          0,           0,       12560,       -9.55340729,      -10.72581337,       -11.3284619,      -9.835252369,      -14.91963404
          0,           0,       12561,      -9.553476186,      -10.72585989,      -11.32850987,      -9.835300679,      -14.91970485
          0,           0,       12562,      -9.553545081,      -10.72590584,      -11.32855888,      -9.835347614,      -14.91977565
          0,           0,       12563,      -9.553613976,       -10.7259525,      -11.32860654,      -9.835396173,      -14.91984645
          0,           0,       12564,       -9.55368287,      -10.72599935,      -11.32865523,      -9.835444584,      -14.91991725
          0,           0,       12565,      -9.553751764,      -10.72604598,       -11.3287041,      -9.835493045,      -14.91998805
          0,           0,       12566,      -9.553820658,       -10.7260925,      -11.32875175,      -9.835540492,      -14.92005884
          0,           0,       12567,      -9.553889552,      -10.72613874,      -11.32880106,      -9.835588961,      -14.92012964
          0,           0,       12568,      -9.553958445,       -10.7261853,      -11.32885008,      -9.835636114,      -14.92020042
          0,           0,       12569,      -9.554027338,      -10.72623167,      -11.32889698,      -9.835684513,      -14.92027121
          0,           0,       12570,       -9.55409623,      -10.72627838,      -11.32894564,       -9.83573329,        -14.920342
          0,           0,       12571,      -9.554165123,      -10.72632499,      -11.32899436,      -9.835781403,      -14.92041278
          0,           0,       12572,      -9.554234014,      -10.72637124,      -11.32904376,      -9.835828326,      -14.92048355
          0,           0,       12573,      -9.554302906,      -10.72641759,      -11.32909144,      -9.835876609,      -14.92055433
          0,           0,       12574,      -9.554371797,      -10.72646464,       -11.3291396,      -9.835925273,       -14.9206251
          0,           0,       12575,      -9.554440688,      -10.72651079,      -11.32918798,      -9.835973216,      -14.92069587
          0,           0,       12576,      -9.554509579,      -10.72655727,      -11.32923676,      -9.836021047,      -14.92076664
          0,           0,       12577,      -9.554578469,      -10.72660325,      -11.32928538,      -9.836068394,      -14.92083741
          0,           0,       12578,      -9.554647359,      -10.72665026,      -11.32933337,       -9.83611776,      -14.92090817
          0,           0,       12579,      -9.554716249,      -10.72669682,      -11.32938197,      -9.836165111,      -14.92097893
          0,           0,       12580,      -9.554785138,      -10.72674331,      -11.32943022,      -9.836213625,      -14.92104968
          0,           0,       12581,      -9.554854027,      -10.72678976,       -11.3294789,      -9.836260894,      -14.92112044
          0,           0,       12582,      -9.554922916,        -10.726836,      -11.32952768,       -9.83630909,      -14.92119119
          0,           0,       12583,      -9.554991804,      -10.72688232,      -11.32957546,      -9.836356365,      -14.92126194
          0,           0,       12584,      -9.555060692,      -10.72692949,       -11.3296232,      -9.836406491,      -14.92133269
          0,           0,       12585,       -9.55512958,      -10.72697573,      -11.32967342,      -9.836454313,      -14.92140344
          0,           0,       12586,      -9.555198467,      -10.72702183,       -11.3297212,      -9.836500842,      -14.92147418
          0,           0,       12587,      -9.555267354,      -10.72706841,      -11.32976914,      -9.836549491,      -14.92154492
          0,           0,       12588,      -9.555336241,      -10.72711525,      -11.32981789,      -9.836598398,      -14.92161566
          0,           0,       12589,      -9.555405127,      -10.72716171,      -11.32986679,      -9.836645449,       -14.9216864
          0,           0,       12590,      -9.555474013,      -10.72720814,      -11.32991514,      -9.836694198,      -14.92175713
          0,           0,       12591,      -9.555542899,      -10.72725438,      -11.32996343,      -9.836742034,      -14.92182786
          0,           0,       12592,      -9.555611784,      -10.72730051,      -11.33001211,      -9.836789503,      -14.92189859
          0,           0,       12593,      -9.555680669,      -10.72734766,      -11.33005929,      -9.836838379,      -14.92196932
          0,           0,       12594,      -9.555749554,      -10.72739367,      -11.33010898,      -9.836886218,      -14.92204005
          0,           0,       12595,      -9.555818439,      -10.72744056,      -11.33015708,      -9.836934624,      -14.92211077
          0,           0,       12596,      -9.555887323,      -10.72748708,       -11.3302061,      -9.836983132,      -14.92218149
          0,           0,       12597,      -9.555956206,      -10.72753339,       -11.3302544,      -9.837030522,       -14.9222522
          0,           0,       12598,       -9.55602509,      -10.72757995,      -11.33030305,      -9.837078376,      -14.92232292
          0,           0,       12599,      -9.556093973,      -10.72762585,       -11.3303507,      -9.837126303,      -14.92239363
          0,           0,       12600,      -9.556162856,      -10.72767292,      -11.33039925,       -9.83717532,      -14.92246435
          0,           0,       12601,      -9.556231738,      -10.72771904,       -11.3304479,      -9.837222475,      -14.92253506
          0,           0,       12602,      -9.556300621,      -10.72776629,      -11.33049669,      -9.837272609,      -14.92260576
          0,           0,       12603,      -9.556369502,      -10.72781204,      -11.33054563,      -9.837318207,      -14.92267647
          0,           0,       12604,      -9.556438384,      -10.72785874,        -11.330594,      -9.837368152,      -14.92274717
          0,           0,       12605,      -9.556507265,      -10.72790524,       -11.3306421,      -9.837415611,      -14.92281787
          0,           0,       12606,      -9.556576146,      -10.72795196,      -11.33069179,      -9.837464112,      -14.92288857
          0,           0,       12607,      -9.556645027,      -10.72799813,      -11.33073928,      -9.837511502,      -14.92295927
          0,           0,       12608,      -9.556713907,       -10.7280445,      -11.33078773,      -9.837559644,      -14.92302997
          0,           0,       12609,      -9.556782787,      -10.72809049,      -11.33083603,      -9.837607505,      -14.92310066
          0,           0,       12610,      -9.556851666,      -10.72813741,      -11.33088414,      -9.837655819,      -14.92317135
          0,           0,       12611,      -9.556920546,      -10.72818356,      -11.33093286,       -9.83770424,      -14.92324205
          0,           0,       12612,      -9.556989425,      -10.72823011,      -11.33098133,      -9.837751873,      -14.92331273
          0,           0,       12613,      -9.557058303,      -10.72827654,      -11.33102944,      -9.837800014,      -14.92338342
          0,           0,       12614,      -9.557127182,      -10.72832347,      -11.33107832,      -9.837849137,       -14.9234541
          0,           0,       12615,       -9.55719606,      -10.72836955,      -11.33112736,      -9.837896666,      -14.92352479
          0,           0,       12616,      -9.557264937,      -10.72841634,      -11.33117586,      -9.837945489,      -14.92359547
          0,           0,       12617,      -9.557333814,      -10.72846216,      -11.33122473,      -9.837992356,      -14.92366615
          0,           0,       12618,      -9.557402691,      -10.72850879,      -11.33127203,      -9.838040261,      -14.92373683
          0,           0,       12619,      -9.557471568,      -10.72855583,      -11.33132031,      -9.838089397,       -14.9238075
          0,           0,       12620,      -9.557540445,      -10.72860194,      -11.33136974,      -9.838138262,      -14.92387818
          0,           0,       12621,      -9.557609321,       -10.7286484,      -11.33141874,      -9.838185825,      -14.92394885
          0,           0,       12622,      -9.557678196,      -10.72869545,      -11.33146721,      -9.838235018,      -14.92401952
          0,           0,       12623,      -9.557747072,      -10.72874135,      -11.33151583,      -9.838282004,      -14.92409019
          0,           0,       12624,      -9.557815947,      -10.72878734,      -11.33156431,      -9.838328575,      -14.92416085
          0,           0,       12625,      -9.557884822,      -10.72883422,      -11.33161197,      -9.838378668,      -14.92423152
          0,           0,       12626,      -9.557953696,       -10.7288804,      -11.33166111,      -9.838425785,      -14.92430218
          0,           0,       12627,       -9.55802257,      -10.72892716,      -11.33170886,      -9.838474847,      -14.92437284
          0,           0,       12628,      -9.558091444,      -10.72897335,      -11.33175836,      -9.838522025,       -14.9244435
